"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.629646614E0,6.993553042E-2,1.350196242E0,9.711641312E0,9.805299477E0
6.632029531E0,8.430013061E-2,1.374137282E0,9.678123474E0,9.775552862E0
6.634410156E0,1.082411110E-1,1.378925562E0,9.721217155E0,9.819124952E0
6.636792708E0,1.034529060E-1,1.374137282E0,9.692488670E0,9.789958754E0
6.639172760E0,8.430013061E-2,1.326255441E0,9.735582352E0,9.825865037E0
6.641532864E0,6.993553042E-2,1.364560843E0,9.663759232E0,9.759874987E0
6.643935364E0,6.993553042E-2,1.369349122E0,9.678123474E0,9.774767618E0
6.646320208E0,1.130293161E-1,1.331043482E0,9.692488670E0,9.784109004E0
6.648701198E0,8.908830583E-2,1.340619922E0,9.692488670E0,9.785169141E0
6.651059271E0,3.641814739E-2,1.340619922E0,9.711641312E0,9.803803600E0
6.653462916E0,3.641814739E-2,1.350196242E0,9.673335075E0,9.767178080E0
6.655845781E0,1.130293161E-1,1.326255441E0,9.678123474E0,9.769227354E0
6.658225885E0,1.273939013E-1,1.378925562E0,9.697276115E0,9.795653575E0
6.660610781E0,1.130293161E-1,1.369349122E0,9.721217155E0,9.817838643E0
6.662989375E0,7.951192558E-2,1.369349122E0,9.711641312E0,9.808028147E0
6.665349896E0,9.866471589E-2,1.350196242E0,9.673335075E0,9.767608515E0
6.667753646E0,1.034529060E-1,1.378925562E0,9.654182434E0,9.752711248E0
6.670136823E0,8.908830583E-2,1.354984522E0,9.682910919E0,9.777662484E0
6.672516666E0,8.430013061E-2,1.354984522E0,9.706851959E0,9.801329732E0
6.674877239E0,7.472373545E-2,1.345408201E0,9.678123474E0,9.771477925E0
6.677279843E0,1.178174913E-1,1.354984522E0,9.673335075E0,9.768483787E0
6.679662343E0,1.226056963E-1,1.350196242E0,9.697276115E0,9.791589560E0
6.682042083E0,6.993553042E-2,1.388501883E0,9.730792999E0,9.829606343E0
6.684425416E0,2.684174478E-2,1.383713722E0,9.726005554E0,9.823979244E0
6.686805104E0,6.035912782E-2,1.350196242E0,9.692488670E0,9.786266384E0
6.689164375E0,1.369702965E-1,1.359772801E0,9.663759232E0,9.759917285E0
6.691566562E0,9.866471589E-2,1.378925562E0,9.702064514E0,9.800062565E0
6.693949323E0,7.951192558E-2,1.350196242E0,9.735582352E0,9.829085195E0
6.696330156E0,7.472373545E-2,1.350196242E0,9.697276115E0,9.791107067E0
6.698712864E0,8.908830583E-2,1.359772801E0,9.673335075E0,9.768844879E0
6.701093229E0,9.387651086E-2,1.354984522E0,9.673335075E0,9.768224370E0
6.703474739E0,9.387651086E-2,1.359772801E0,9.716429710E0,9.811564666E0
6.705854843E0,7.472373545E-2,1.354984522E0,9.697276115E0,9.791768520E0
6.708238021E0,8.430013061E-2,1.350196242E0,9.692488670E0,9.786443329E0
6.710618489E0,1.034529060E-1,1.374137282E0,9.663759232E0,9.761516187E0
6.712978021E0,1.082411110E-1,1.364560843E0,9.682910919E0,9.779187405E0
6.715381406E0,9.387651086E-2,1.378925562E0,9.726005554E0,9.823717858E0
6.717764323E0,8.908830583E-2,1.345408201E0,9.706851959E0,9.800052802E0
6.720144635E0,6.514734030E-2,1.374137282E0,9.678123474E0,9.775406458E0
6.722527656E0,1.226056963E-1,1.388501883E0,9.682910919E0,9.782726282E0
6.724909948E0,1.465466917E-1,1.378925562E0,9.692488670E0,9.791182169E0
6.727267656E0,1.034529060E-1,1.335831761E0,9.740370750E0,9.832088860E0
6.729650625E0,7.472373545E-2,1.364560843E0,9.721217155E0,9.816805637E0
6.732031614E0,6.035912782E-2,1.407654643E0,9.673335075E0,9.775405173E0
6.734414375E0,9.387651086E-2,1.350196242E0,9.678123474E0,9.772303550E0
6.736795052E0,9.866471589E-2,1.364560843E0,9.726005554E0,9.821758756E0
6.739177083E0,6.514734030E-2,1.350196242E0,9.697276115E0,9.791038664E0
6.741559114E0,8.908830583E-2,1.364560843E0,9.668547630E0,9.764772209E0
6.743940677E0,1.369702965E-1,1.374137282E0,9.668547630E0,9.766669208E0
6.746322604E0,1.226056963E-1,1.369349122E0,9.678123474E0,9.775286346E0
6.748705156E0,5.557093769E-2,1.326255441E0,9.711641312E0,9.801939532E0
6.751084896E0,5.557093769E-2,1.350196242E0,9.697276115E0,9.790979628E0
6.753465937E0,8.908830583E-2,1.350196242E0,9.635030746E0,9.729582936E0
6.755847552E0,9.866471589E-2,1.354984522E0,9.668547630E0,9.763530666E0
6.758228802E0,1.082411110E-1,1.359772801E0,9.726005554E0,9.821195561E0
6.760609896E0,9.387651086E-2,1.364560843E0,9.740370750E0,9.835937243E0
6.762992552E0,1.082411110E-1,1.378925562E0,9.721217155E0,9.819124952E0
6.765373177E0,8.908830583E-2,1.364560843E0,9.658969879E0,9.755288932E0
6.767755468E0,1.178174913E-1,1.354984522E0,9.668547630E0,9.763742996E0
6.770137343E0,6.993553042E-2,1.345408201E0,9.682910919E0,9.776184229E0
6.772519010E0,1.082411110E-1,1.378925562E0,9.702064514E0,9.800163656E0
6.774900989E0,1.034529060E-1,1.369349122E0,9.682910919E0,9.779804875E0
6.777281823E0,1.034529060E-1,1.350196242E0,9.658969879E0,9.753431782E0
6.779663593E0,1.226056963E-1,1.359772801E0,9.721217155E0,9.816622495E0
6.782044791E0,9.866471589E-2,1.364560843E0,9.716429710E0,9.812276359E0
6.784426302E0,6.035912782E-2,1.350196242E0,9.702064514E0,9.795750556E0
6.786806979E0,6.514734030E-2,1.364560843E0,9.654182434E0,9.750359426E0
6.789188541E0,1.226056963E-1,1.412442923E0,9.663759232E0,9.767203779E0
6.791570937E0,1.034529060E-1,1.369349122E0,9.697276115E0,9.794027955E0
6.793951823E0,1.130293161E-1,1.369349122E0,9.706851959E0,9.803615027E0
6.796332448E0,6.035912782E-2,1.369349122E0,9.687700272E0,9.784186057E0
6.798714010E0,1.130293161E-1,1.350196242E0,9.654182434E0,9.748797053E0
6.801095156E0,1.226056963E-1,1.345408201E0,9.687700272E0,9.781446311E0
6.803476927E0,8.908830583E-2,1.316678882E0,9.721217155E0,9.810384446E0
6.805858541E0,6.035912782E-2,1.331043482E0,9.702064514E0,9.793129010E0
6.808240468E0,5.557093769E-2,1.364560843E0,9.697276115E0,9.792970871E0
6.810621771E0,1.178174913E-1,1.378925562E0,9.649394035E0,9.748134279E0
6.813003385E0,8.908830583E-2,1.335831761E0,9.697276115E0,9.789256728E0
6.815385052E0,7.472373545E-2,1.354984522E0,9.740370750E0,9.834449097E0
6.817766927E0,6.514734030E-2,1.340619922E0,9.692488670E0,9.784980459E0
6.820148489E0,9.387651086E-2,1.378925562E0,9.654182434E0,9.752614366E0
6.822529687E0,1.130293161E-1,1.388501883E0,9.668547630E0,9.768394258E0
6.824934375E0,1.034529060E-1,1.335831761E0,9.716429710E0,9.808371695E0
6.827296041E0,9.866471589E-2,1.340619922E0,9.726005554E0,9.818461210E0
6.829677500E0,7.951192558E-2,1.354984522E0,9.702064514E0,9.796548425E0
6.832057083E0,9.387651086E-2,1.374137282E0,9.697276115E0,9.794602091E0
6.834439531E0,1.082411110E-1,1.364560843E0,9.706851959E0,9.802893317E0
6.836821406E0,9.387651086E-2,1.345408201E0,9.726005554E0,9.819069206E0
6.839202864E0,2.684174478E-2,1.359772801E0,9.702064514E0,9.796925966E0
6.841586041E0,4.599453509E-2,1.374137282E0,9.692488670E0,9.789520182E0
6.843970468E0,7.472373545E-2,1.369349122E0,9.668547630E0,9.765322009E0
6.846349479E0,1.082411110E-1,1.354984522E0,9.682910919E0,9.777855750E0
6.848730677E0,6.514734030E-2,1.340619922E0,9.692488670E0,9.784980459E0
6.851113229E0,5.557093769E-2,1.335831761E0,9.668547630E0,9.760550594E0
6.853493854E0,8.908830583E-2,1.364560843E0,9.663759232E0,9.760031020E0
6.855875364E0,1.034529060E-1,1.364560843E0,9.692488670E0,9.788619178E0
6.858256250E0,9.387651086E-2,1.374137282E0,9.749946594E0,9.846751985E0
6.860638125E0,8.908830583E-2,1.378925562E0,9.716429710E0,9.814192720E0
6.863019687E0,7.472373545E-2,1.383713722E0,9.682910919E0,9.781564863E0
6.865401771E0,7.951192558E-2,1.383713722E0,9.654182434E0,9.753164834E0
6.867784896E0,1.273939013E-1,1.345408201E0,9.678123474E0,9.772022637E0
6.870165000E0,1.178174913E-1,1.340619922E0,9.702064514E0,9.794957814E0
6.872546771E0,5.557093769E-2,1.350196242E0,9.706851959E0,9.800463917E0
6.874952135E0,5.557093769E-2,1.364560843E0,9.692488670E0,9.788230231E0
6.877309531E0,1.130293161E-1,1.350196242E0,9.687700272E0,9.781990701E0
6.879691927E0,1.321820915E-1,1.378925562E0,9.735582352E0,9.833639791E0
6.882073437E0,9.866471589E-2,1.340619922E0,9.697276115E0,9.790003093E0
6.884455364E0,7.951192558E-2,1.354984522E0,9.745158195E0,9.839228296E0
6.886837135E0,8.430013061E-2,1.378925562E0,9.706851959E0,9.804668132E0
6.889218802E0,1.082411110E-1,1.364560843E0,9.692488670E0,9.788670955E0
6.891600625E0,8.908830583E-2,1.354984522E0,9.735582352E0,9.829826220E0
6.893982760E0,7.472373545E-2,1.350196242E0,9.706851959E0,9.800591232E0
6.896364843E0,6.514734030E-2,1.378925562E0,9.682910919E0,9.780820198E0
6.898746458E0,1.178174913E-1,1.350196242E0,9.620665550E0,9.715663461E0
6.901128281E0,1.178174913E-1,1.359772801E0,9.692488670E0,9.788115225E0
6.903509531E0,1.273939013E-1,1.326255441E0,9.730792999E0,9.821584144E0
6.905891146E0,9.866471589E-2,1.350196242E0,9.716429710E0,9.810289034E0
6.908273698E0,7.472373545E-2,1.378925562E0,9.687700272E0,9.785630071E0
6.910655729E0,9.866471589E-2,1.350196242E0,9.682910919E0,9.777092026E0
6.913040208E0,1.130293161E-1,1.335831761E0,9.711641312E0,9.803733936E0
6.915422031E0,6.993553042E-2,1.354984522E0,9.730792999E0,9.824927808E0
6.917803177E0,6.514734030E-2,1.340619922E0,9.692488670E0,9.784980459E0
6.920185989E0,6.514734030E-2,1.378925562E0,9.658969879E0,9.757119401E0
6.922567239E0,1.226056963E-1,1.350196242E0,9.673335075E0,9.767879684E0
6.924974687E0,1.130293161E-1,1.374137282E0,9.711641312E0,9.809026754E0
6.927330468E0,8.430013061E-2,1.364560843E0,9.687700272E0,9.783694055E0
6.929711927E0,4.599453509E-2,1.374137282E0,9.673335075E0,9.770556803E0
6.932111510E0,7.472373545E-2,1.364560843E0,9.682910919E0,9.778873851E0
6.934478385E0,1.273939013E-1,1.350196242E0,9.706851959E0,9.801134325E0
6.936859739E0,1.034529060E-1,1.378925562E0,9.759523392E0,9.856999292E0
6.939258177E0,7.472373545E-2,1.335831761E0,9.730792999E0,9.822339972E0
6.941622083E0,8.430013061E-2,1.374137282E0,9.687700272E0,9.785034304E0
6.944004375E0,9.387651086E-2,1.364560843E0,9.658969879E0,9.755333834E0
6.946385312E0,6.993553042E-2,1.378925562E0,9.706851959E0,9.804555148E0
6.948767916E0,7.472373545E-2,1.369349122E0,9.711641312E0,9.807990499E0
6.951148541E0,5.078274012E-2,1.335831761E0,9.687700272E0,9.779497018E0
6.953529427E0,9.866471589E-2,1.331043482E0,9.673335075E0,9.764979414E0
6.955912604E0,1.321820915E-1,1.321467161E0,9.668547630E0,9.759331988E0
6.958293437E0,1.226056963E-1,1.350196242E0,9.745158195E0,9.839012669E0
6.960678646E0,8.430013061E-2,1.369349122E0,9.735582352E0,9.831774370E0
6.963058541E0,6.035912782E-2,1.345408201E0,9.697276115E0,9.790348845E0
6.965438333E0,1.034529060E-1,1.364560843E0,9.673335075E0,9.769654051E0
6.967820260E0,7.951192558E-2,1.335831761E0,9.658969879E0,9.751229039E0
6.970201250E0,6.993553042E-2,1.340619922E0,9.716429710E0,9.808728718E0
6.972583177E0,8.430013061E-2,1.398078322E0,9.663759232E0,9.764731025E0
6.974988177E0,8.908830583E-2,1.369349122E0,9.639818192E0,9.736998948E0
6.977346979E0,1.034529060E-1,1.354984522E0,9.678123474E0,9.773062956E0
6.979728593E0,1.130293161E-1,1.354984522E0,9.702064514E0,9.796877794E0
6.982109896E0,9.866471589E-2,1.354984522E0,9.730792999E0,9.825174308E0
6.984491771E0,6.035912782E-2,1.345408201E0,9.692488670E0,9.785606935E0
6.986873646E0,9.866471589E-2,1.364560843E0,9.682910919E0,9.779086097E0
6.989255416E0,1.226056963E-1,1.359772801E0,9.697276115E0,9.792914698E0
6.991637031E0,7.472373545E-2,1.359772801E0,9.711641312E0,9.806658079E0
6.994018541E0,6.035912782E-2,1.345408201E0,9.716429710E0,9.809320709E0
6.996400000E0,8.908830583E-2,1.383713722E0,9.663759232E0,9.762727225E0
6.998781302E0,8.908830583E-2,1.383713722E0,9.673335075E0,9.772206090E0
7.001163333E0,1.082411110E-1,1.378925562E0,9.687700272E0,9.785943409E0
7.003546093E0,9.387651086E-2,1.383713722E0,9.682910919E0,9.781729925E0
7.005927239E0,6.514734030E-2,1.374137282E0,9.697276115E0,9.794368867E0
7.008309271E0,9.387651086E-2,1.378925562E0,9.687700272E0,9.785795065E0
7.010692031E0,1.513348818E-1,1.354984522E0,9.692488670E0,9.787912031E0
7.013072760E0,1.082411110E-1,1.354984522E0,9.711641312E0,9.806307978E0
7.015453906E0,7.472373545E-2,1.354984522E0,9.711641312E0,9.805995292E0
7.017835312E0,7.951192558E-2,1.354984522E0,9.697276115E0,9.791806231E0
7.020216406E0,8.430013061E-2,1.350196242E0,9.668547630E0,9.762732696E0
7.022597812E0,9.387651086E-2,1.369349122E0,9.687700272E0,9.784450233E0
7.025002708E0,6.993553042E-2,1.369349122E0,9.730792999E0,9.826919171E0
7.027361354E0,8.430013061E-2,1.374137282E0,9.668547630E0,9.766072551E0
7.029743073E0,8.430013061E-2,1.359772801E0,9.678123474E0,9.773544012E0
7.032124791E0,8.908830583E-2,1.378925562E0,9.682910919E0,9.781008961E0
7.034505989E0,1.465466917E-1,1.326255441E0,9.711641312E0,9.802877455E0
7.036887187E0,1.178174913E-1,1.364560843E0,9.730792999E0,9.826710520E0
7.039268541E0,7.472373545E-2,1.354984522E0,9.692488670E0,9.787027297E0
7.041650208E0,4.120634496E-2,1.393290162E0,9.639818192E0,9.740074446E0
7.044031458E0,7.951192558E-2,1.369349122E0,9.687700272E0,9.784322956E0
7.046412968E0,9.387651086E-2,1.331043482E0,9.706851959E0,9.798135767E0
7.048794687E0,6.035912782E-2,1.340619922E0,9.711641312E0,9.803921765E0
7.051175729E0,7.951192558E-2,1.340619922E0,9.673335075E0,9.766114652E0
7.053557760E0,1.034529060E-1,1.335831761E0,9.625452995E0,9.718255726E0
7.055940625E0,1.226056963E-1,1.350196242E0,9.663759232E0,9.758396617E0
7.058321406E0,1.321820915E-1,1.354984522E0,9.730792999E0,9.825568053E0
7.060702812E0,6.035912782E-2,1.374137282E0,9.726005554E0,9.822783747E0
7.063084375E0,3.641814739E-2,1.364560843E0,9.673335075E0,9.769174175E0
7.065466406E0,7.951192558E-2,1.383713722E0,9.644606590E0,9.743686268E0
7.067847916E0,1.034529060E-1,1.354984522E0,9.721217155E0,9.815739837E0
7.070229166E0,7.951192558E-2,1.364560843E0,9.721217155E0,9.816843251E0
7.072610000E0,6.514734030E-2,1.326255441E0,9.711641312E0,9.801998502E0
7.075016041E0,8.430013061E-2,1.378925562E0,9.668547630E0,9.766747437E0
7.077372708E0,6.514734030E-2,1.393290162E0,9.658969879E0,9.759159840E0
7.079754218E0,7.951192558E-2,1.340619922E0,9.678123474E0,9.770857583E0
7.082136198E0,6.993553042E-2,1.321467161E0,9.735582352E0,9.825107132E0
7.084517864E0,7.472373545E-2,1.354984522E0,9.692488670E0,9.787027297E0
7.086898646E0,7.951192558E-2,1.345408201E0,9.692488670E0,9.785743814E0
7.089280729E0,1.226056963E-1,1.374137282E0,9.721217155E0,9.818622531E0
7.091663177E0,7.951192558E-2,1.359772801E0,9.754734039E0,9.849372589E0
7.094045000E0,8.908830583E-2,1.359772801E0,9.721217155E0,9.816261090E0
7.096425364E0,1.082411110E-1,1.350196242E0,9.682910919E0,9.777193355E0
7.098806927E0,1.130293161E-1,1.398078322E0,9.663759232E0,9.765021306E0
7.101188385E0,1.082411110E-1,1.350196242E0,9.692488670E0,9.786678837E0
7.103570364E0,1.082411110E-1,1.350196242E0,9.726005554E0,9.819874239E0
7.105952812E0,8.430013061E-2,1.350196242E0,9.697276115E0,9.791184835E0
7.108333646E0,8.908830583E-2,1.378925562E0,9.697276115E0,9.795230293E0
7.110715104E0,1.034529060E-1,1.383713722E0,9.673335075E0,9.772347602E0
7.113097135E0,9.866471589E-2,1.364560843E0,9.706851959E0,9.802792254E0
7.115480156E0,7.951192558E-2,1.378925562E0,9.706851959E0,9.804628132E0
7.117838073E0,6.035912782E-2,1.364560843E0,9.663759232E0,9.759811064E0
7.120244427E0,9.866471589E-2,1.383713722E0,9.687700272E0,9.786518019E0
7.122626510E0,9.387651086E-2,1.345408201E0,9.692488670E0,9.785871073E0
7.125032083E0,9.387651086E-2,1.369349122E0,9.702064514E0,9.798672648E0
7.127392604E0,1.082411110E-1,1.359772801E0,9.682910919E0,9.778520444E0
7.129886718E0,1.034529060E-1,1.369349122E0,9.668547630E0,9.765584099E0
7.132296406E0,7.951192558E-2,1.340619922E0,9.702064514E0,9.794571954E0
7.134726250E0,5.557093769E-2,1.378925562E0,9.740370750E0,9.837649424E0
7.137155781E0,8.908830583E-2,1.354984522E0,9.702064514E0,9.796630830E0
7.139585364E0,1.130293161E-1,1.378925562E0,9.663759232E0,9.762297569E0
7.142014896E0,8.908830583E-2,1.364560843E0,9.682910919E0,9.778994165E0
7.144444531E0,1.130293161E-1,1.364560843E0,9.716429710E0,9.812431311E0
7.146872031E0,7.951192558E-2,1.388501883E0,9.706851959E0,9.805979532E0
7.149302343E0,6.993553042E-2,1.393290162E0,9.663759232E0,9.763933170E0
7.151732343E0,1.034529060E-1,1.364560843E0,9.673335075E0,9.769654051E0
7.154161562E0,1.226056963E-1,1.359772801E0,9.682910919E0,9.778689999E0
7.156591250E0,1.082411110E-1,1.340619922E0,9.721217155E0,9.813818874E0
7.159022760E0,4.599453509E-2,1.393290162E0,9.711641312E0,9.811184941E0
7.161450625E0,8.908830583E-2,1.369349122E0,9.673335075E0,9.770182456E0
7.163878854E0,9.387651086E-2,1.350196242E0,9.668547630E0,9.762820083E0
7.166308385E0,1.130293161E-1,1.345408201E0,9.716429710E0,9.809786194E0
7.168737708E0,6.514734030E-2,1.345408201E0,9.721217155E0,9.814093457E0
7.171166771E0,3.641814739E-2,1.374137282E0,9.706851959E0,9.803701062E0
7.173621406E0,5.557093769E-2,1.369349122E0,9.697276115E0,9.793639222E0
7.176054427E0,1.034529060E-1,1.345408201E0,9.649394035E0,9.743286457E0
7.178482448E0,1.082411110E-1,1.350196242E0,9.702064514E0,9.796162609E0
7.180911458E0,7.472373545E-2,1.350196242E0,9.682910919E0,9.776879737E0
7.183340312E0,6.993553042E-2,1.354984522E0,9.654182434E0,9.749057006E0
7.185769583E0,1.273939013E-1,1.374137282E0,9.673335075E0,9.771279034E0
7.188199323E0,1.034529060E-1,1.340619922E0,9.702064514E0,9.794795563E0
7.190628229E0,8.430013061E-2,1.378925562E0,9.726005554E0,9.823631012E0
7.193059010E0,7.951192558E-2,1.369349122E0,9.716429710E0,9.812769511E0
7.195487760E0,8.430013061E-2,1.374137282E0,9.663759232E0,9.761331993E0
7.197917239E0,1.321820915E-1,1.374137282E0,9.644606590E0,9.742903143E0
7.200346510E0,1.082411110E-1,1.374137282E0,9.687700272E0,9.785269846E0
7.202776146E0,6.993553042E-2,1.326255441E0,9.726005554E0,9.816263470E0
7.205223281E0,6.035912782E-2,1.378925562E0,9.654182434E0,9.752349327E0
7.207649635E0,9.866471589E-2,1.393290162E0,9.649394035E0,9.749963972E0
7.210065677E0,9.387651086E-2,1.378925562E0,9.697276115E0,9.795275012E0
7.212494635E0,8.908830583E-2,1.359772801E0,9.730792999E0,9.825744307E0
7.214922916E0,1.082411110E-1,1.350196242E0,9.721217155E0,9.815131635E0
7.217351510E0,6.993553042E-2,1.354984522E0,9.697276115E0,9.791733151E0
7.219780521E0,1.178174913E-1,1.374137282E0,9.678123474E0,9.775899356E0
7.222210104E0,9.866471589E-2,1.393290162E0,9.716429710E0,9.816312878E0
7.224661718E0,8.908830583E-2,1.393290162E0,9.702064514E0,9.802002348E0
7.227093593E0,4.599453509E-2,1.369349122E0,9.663759232E0,9.760403424E0
7.229521666E0,1.130293161E-1,1.359772801E0,9.668547630E0,9.764352051E0
7.231951406E0,1.321820915E-1,1.331043482E0,9.678123474E0,9.770118875E0
7.234380833E0,9.866471589E-2,1.335831761E0,9.702064514E0,9.794091947E0
7.236810364E0,5.078274012E-2,1.359772801E0,9.730792999E0,9.825471661E0
7.239239739E0,6.035912782E-2,1.350196242E0,9.721217155E0,9.814720378E0
7.241669843E0,8.430013061E-2,1.369349122E0,9.682910919E0,9.779621025E0
7.244093593E0,1.082411110E-1,1.374137282E0,9.678123474E0,9.775788633E0
7.246475156E0,1.226056963E-1,1.350196242E0,9.711641312E0,9.805816591E0
7.248857396E0,8.430013061E-2,1.331043482E0,9.692488670E0,9.783819289E0
7.251238021E0,6.035912782E-2,1.350196242E0,9.654182434E0,9.748328656E0
7.253620937E0,1.417585015E-1,1.359772801E0,9.663759232E0,9.759985657E0
7.256001198E0,1.226056963E-1,1.374137282E0,9.706851959E0,9.804400052E0
7.258384739E0,6.514734030E-2,1.398078322E0,9.730792999E0,9.830930758E0
7.260765364E0,6.993553042E-2,1.354984522E0,9.663759232E0,9.758540696E0
7.263146250E0,8.430013061E-2,1.340619922E0,9.668547630E0,9.761412888E0
7.265528750E0,1.082411110E-1,1.321467161E0,9.697276115E0,9.787499970E0
7.267908489E0,1.082411110E-1,1.321467161E0,9.735582352E0,9.825454459E0
7.270290468E0,9.387651086E-2,1.345408201E0,9.716429710E0,9.809584209E0
7.272672864E0,7.472373545E-2,1.374137282E0,9.697276115E0,9.794437246E0
7.275078958E0,8.430013061E-2,1.364560843E0,9.654182434E0,9.750506206E0
7.277439010E0,9.866471589E-2,1.354984522E0,9.697276115E0,9.791980486E0
7.279821406E0,8.430013061E-2,1.369349122E0,9.721217155E0,9.817549924E0
7.282200104E0,5.557093769E-2,1.345408201E0,9.706851959E0,9.799805422E0
7.284581875E0,7.472373545E-2,1.345408201E0,9.668547630E0,9.761993656E0
7.286963437E0,1.417585015E-1,1.340619922E0,9.668547630E0,9.762078187E0
7.289344843E0,1.178174913E-1,1.345408201E0,9.687700272E0,9.781387465E0
7.291725573E0,6.035912782E-2,1.302314401E0,9.692488670E0,9.779775184E0
7.294105885E0,5.557093769E-2,1.345408201E0,9.673335075E0,9.766607540E0
7.296487291E0,9.866471589E-2,1.378925562E0,9.687700272E0,9.785842170E0
7.298869114E0,9.387651086E-2,1.369349122E0,9.682910919E0,9.779708262E0
7.301250312E0,6.035912782E-2,1.350196242E0,9.682910919E0,9.776780502E0
7.303631302E0,5.078274012E-2,1.354984522E0,9.682910919E0,9.777388496E0
7.306012812E0,1.130293161E-1,1.354984522E0,9.668547630E0,9.763686392E0
7.308400937E0,9.387651086E-2,1.374137282E0,9.673335075E0,9.770899526E0
7.310776302E0,1.178174913E-1,1.393290162E0,9.702064514E0,9.802305559E0
7.313158646E0,9.387651086E-2,1.350196242E0,9.721217155E0,9.814983733E0
7.315540468E0,6.993553042E-2,1.354984522E0,9.692488670E0,9.786991911E0
7.317921041E0,8.908830583E-2,1.359772801E0,9.649394035E0,9.745138483E0
7.320302656E0,1.130293161E-1,1.364560843E0,9.673335075E0,9.769760151E0
7.322684114E0,1.273939013E-1,1.374137282E0,9.721217155E0,9.818683489E0
7.325088750E0,1.034529060E-1,1.359772801E0,9.682910919E0,9.778468614E0
7.327450156E0,7.951192558E-2,1.321467161E0,9.682910919E0,9.772991429E0
7.329832864E0,1.369702965E-1,1.388501883E0,9.649394035E0,9.749743770E0
7.332213802E0,1.273939013E-1,1.350196242E0,9.663759232E0,9.758457951E0
7.334595729E0,8.908830583E-2,1.345408201E0,9.726005554E0,9.819024595E0
7.336977135E0,5.557093769E-2,1.383713722E0,9.745158195E0,9.843061518E0
7.339359739E0,7.472373545E-2,1.350196242E0,9.697276115E0,9.791107067E0
7.341739375E0,1.178174913E-1,1.359772801E0,9.682910919E0,9.778631136E0
7.344119375E0,1.130293161E-1,1.354984522E0,9.663759232E0,9.758944675E0
7.346501875E0,7.472373545E-2,1.340619922E0,9.697276115E0,9.789791084E0
7.348883906E0,5.078274012E-2,1.345408201E0,9.697276115E0,9.790294489E0
7.351231146E0,1.130293161E-1,1.335831761E0,9.668547630E0,9.761046839E0
7.353648177E0,1.273939013E-1,1.350196242E0,9.678123474E0,9.772683003E0
7.356029375E0,1.082411110E-1,1.378925562E0,9.716429710E0,9.814385267E0
7.358411406E0,7.951192558E-2,1.340619922E0,9.735582352E0,9.827774298E0
7.360793281E0,7.951192558E-2,1.383713722E0,9.668547630E0,9.767384455E0
7.363175312E0,1.226056963E-1,1.350196242E0,9.668547630E0,9.763138600E0
7.365556510E0,1.034529060E-1,1.302314401E0,9.678123474E0,9.765899819E0
7.367938177E0,9.866471589E-2,1.340619922E0,9.745158195E0,9.837433850E0
7.370319791E0,8.430013061E-2,1.378925562E0,9.716429710E0,9.814150423E0
7.372701562E0,5.078274012E-2,1.364560843E0,9.668547630E0,9.764497860E0
7.375106771E0,9.866471589E-2,1.364560843E0,9.663759232E0,9.760123130E0
7.377464583E0,1.082411110E-1,1.350196242E0,9.682910919E0,9.777193355E0
7.379846302E0,7.951192558E-2,1.345408201E0,9.721217155E0,9.814199323E0
7.382228229E0,6.993553042E-2,1.369349122E0,9.697276115E0,9.793731263E0
7.384609635E0,6.514734030E-2,1.350196242E0,9.682910919E0,9.776811236E0
7.386991614E0,1.226056963E-1,1.354984522E0,9.687700272E0,9.782768103E0
7.389373593E0,1.273939013E-1,1.364560843E0,9.730792999E0,9.826830002E0
7.391756771E0,6.514734030E-2,1.354984522E0,9.745158195E0,9.839122699E0
7.394137864E0,5.557093769E-2,1.378925562E0,9.673335075E0,9.771281150E0
7.396519791E0,5.078274012E-2,1.374137282E0,9.668547630E0,9.765840744E0
7.398901406E0,8.908830583E-2,1.393290162E0,9.687700272E0,9.787784773E0
7.401283698E0,9.387651086E-2,1.335831761E0,9.711641312E0,9.803531826E0
7.403665885E0,5.078274012E-2,1.354984522E0,9.721217155E0,9.815326022E0
7.406046718E0,6.993553042E-2,1.388501883E0,9.678123474E0,9.777469122E0
7.408428021E0,1.130293161E-1,1.359772801E0,9.687700272E0,9.783317139E0
7.410809479E0,1.369702965E-1,1.359772801E0,9.692488670E0,9.788364499E0
7.413190937E0,1.130293161E-1,1.364560843E0,9.745158195E0,9.840879543E0
7.415573125E0,1.082411110E-1,1.321467161E0,9.706851959E0,9.796987627E0
7.417954687E0,6.514734030E-2,1.383713722E0,9.673335075E0,9.772017157E0
7.420335781E0,1.226056963E-1,1.374137282E0,9.697276115E0,9.794919575E0
7.422717656E0,1.178174913E-1,1.364560843E0,9.721217155E0,9.817228236E0
7.425122135E0,9.387651086E-2,1.374137282E0,9.687700272E0,9.785121492E0
7.427480729E0,7.951192558E-2,1.378925562E0,9.673335075E0,9.771446635E0
7.429863593E0,7.472373545E-2,1.354984522E0,9.635030746E0,9.730127655E0
7.432245260E0,1.321820915E-1,1.359772801E0,9.687700272E0,9.783557161E0
7.434627343E0,1.178174913E-1,1.359772801E0,9.702064514E0,9.797597607E0
7.437009375E0,7.472373545E-2,1.354984522E0,9.692488670E0,9.787027297E0
