"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.415652885E1,7.472373545E-2,1.369349122E0,9.663759232E0,9.760581086E0
2.415888438E1,7.951192558E-2,1.359772801E0,9.697276115E0,9.792469978E0
2.416126625E1,1.082411110E-1,1.350196242E0,9.730792999E0,9.824615943E0
2.416364063E1,7.472373545E-2,1.374137282E0,9.726005554E0,9.822882517E0
2.416603016E1,5.078274012E-2,1.354984522E0,9.687700272E0,9.782131593E0
2.416841099E1,1.130293161E-1,1.369349122E0,9.682910919E0,9.779910864E0
2.417079323E1,1.273939013E-1,1.369349122E0,9.726005554E0,9.822755737E0
2.417317536E1,6.514734030E-2,1.354984522E0,9.711641312E0,9.805926993E0
2.417555724E1,8.430013061E-2,1.345408201E0,9.721217155E0,9.814239284E0
2.417793854E1,6.993553042E-2,1.364560843E0,9.687700272E0,9.783580828E0
2.418032021E1,1.226056963E-1,1.407654643E0,9.635030746E0,9.738087145E0
2.418270167E1,9.387651086E-2,1.393290162E0,9.706851959E0,9.806785673E0
2.418508302E1,6.993553042E-2,1.369349122E0,9.716429710E0,9.812696587E0
2.418746526E1,8.908830583E-2,1.374137282E0,9.711641312E0,9.808780096E0
2.418984740E1,1.034529060E-1,1.388501883E0,9.668547630E0,9.768288144E0
2.419222854E1,1.082411110E-1,1.378925562E0,9.702064514E0,9.800163656E0
2.419461000E1,1.082411110E-1,1.350196242E0,9.721217155E0,9.815131635E0
2.419699156E1,8.430013061E-2,1.316678882E0,9.702064514E0,9.791363829E0
2.419937333E1,1.034529060E-1,1.354984522E0,9.692488670E0,9.787288807E0
2.420175469E1,8.908830583E-2,1.369349122E0,9.673335075E0,9.770182456E0
2.420413609E1,6.993553042E-2,1.335831761E0,9.716429710E0,9.808075438E0
2.420654292E1,9.866471589E-2,1.331043482E0,9.711641312E0,9.802927545E0
2.420889938E1,9.866471589E-2,1.359772801E0,9.721217155E0,9.816352672E0
2.421128109E1,8.430013061E-2,1.354984522E0,9.682910919E0,9.777620029E0
2.421366240E1,8.908830583E-2,1.354984522E0,9.697276115E0,9.791888676E0
2.421604344E1,6.993553042E-2,1.364560843E0,9.730792999E0,9.826253084E0
2.421842479E1,4.120634496E-2,1.364560843E0,9.706851959E0,9.802382323E0
2.422080625E1,5.078274012E-2,1.350196242E0,9.663759232E0,9.757758516E0
2.422318833E1,1.226056963E-1,1.369349122E0,9.663759232E0,9.761065088E0
2.422556943E1,1.130293161E-1,1.378925562E0,9.682910919E0,9.781256320E0
2.422795099E1,5.557093769E-2,1.369349122E0,9.726005554E0,9.822086804E0
2.423033266E1,5.078274012E-2,1.383713722E0,9.716429710E0,9.814593668E0
2.423271401E1,9.866471589E-2,1.369349122E0,9.673335075E0,9.770274470E0
2.423509542E1,9.387651086E-2,1.359772801E0,9.678123474E0,9.773631303E0
2.423750562E1,8.908830583E-2,1.393290162E0,9.706851959E0,9.806741006E0
2.423985807E1,7.472373545E-2,1.383713722E0,9.745158195E0,9.843188282E0
2.424223969E1,6.035912782E-2,1.354984522E0,9.678123474E0,9.772701789E0
2.424462130E1,7.951192558E-2,1.374137282E0,9.668547630E0,9.766032393E0
2.424700328E1,9.387651086E-2,1.374137282E0,9.692488670E0,9.789862241E0
2.424938469E1,8.908830583E-2,1.364560843E0,9.697276115E0,9.793218423E0
2.425176635E1,6.993553042E-2,1.350196242E0,9.711641312E0,9.805299477E0
2.425414781E1,6.993553042E-2,1.354984522E0,9.711641312E0,9.805959973E0
2.425655307E1,1.130293161E-1,1.369349122E0,9.673335075E0,9.770430089E0
2.425891125E1,1.130293161E-1,1.364560843E0,9.668547630E0,9.765019979E0
2.426129307E1,7.951192558E-2,1.340619922E0,9.711641312E0,9.804058389E0
2.426367516E1,4.120634496E-2,1.359772801E0,9.721217155E0,9.815943308E0
2.426605677E1,1.082411110E-1,1.364560843E0,9.687700272E0,9.783929629E0
2.426843828E1,1.082411110E-1,1.378925562E0,9.687700272E0,9.785943409E0
2.427081990E1,1.178174913E-1,1.374137282E0,9.706851959E0,9.804341344E0
2.427320172E1,7.951192558E-2,1.388501883E0,9.716429710E0,9.815460557E0
2.427558427E1,9.866471589E-2,1.378925562E0,9.692488670E0,9.790582570E0
2.427796438E1,9.866471589E-2,1.388501883E0,9.668547630E0,9.768238607E0
2.428034630E1,1.034529060E-1,1.359772801E0,9.726005554E0,9.821143957E0
2.428272844E1,9.866471589E-2,1.350196242E0,9.721217155E0,9.815030698E0
2.428510948E1,6.514734030E-2,1.369349122E0,9.711641312E0,9.807922214E0
2.428749083E1,6.035912782E-2,1.374137282E0,9.711641312E0,9.808561233E0
2.428987229E1,6.514734030E-2,1.378925562E0,9.668547630E0,9.766600901E0
2.429225391E1,1.130293161E-1,1.383713722E0,9.687700272E0,9.786673380E0
2.429463495E1,6.514734030E-2,1.359772801E0,9.721217155E0,9.816073005E0
2.429701562E1,7.951192558E-2,1.364560843E0,9.706851959E0,9.802618191E0
2.429939693E1,6.514734030E-2,1.369349122E0,9.663759232E0,9.760512470E0
2.430177854E1,9.866471589E-2,1.340619922E0,9.673335075E0,9.766289366E0
2.430415984E1,1.417585015E-1,1.383713722E0,9.721217155E0,9.820225156E0
2.430656469E1,8.908830583E-2,1.345408201E0,9.745158195E0,9.837996148E0
2.430892307E1,6.514734030E-2,1.350196242E0,9.687700272E0,9.781554612E0
2.431130385E1,1.130293161E-1,1.345408201E0,9.654182434E0,9.748135069E0
2.431368635E1,1.178174913E-1,1.374137282E0,9.678123474E0,9.775899356E0
2.431606802E1,8.908830583E-2,1.378925562E0,9.716429710E0,9.814192720E0
2.431844870E1,7.951192558E-2,1.340619922E0,9.716429710E0,9.808801672E0
2.432083083E1,7.951192558E-2,1.374137282E0,9.687700272E0,9.784994224E0
2.432321219E1,9.866471589E-2,1.374137282E0,9.673335075E0,9.770946703E0
2.432559375E1,1.130293161E-1,1.374137282E0,9.711641312E0,9.809026754E0
2.432797562E1,1.273939013E-1,1.364560843E0,9.721217155E0,9.817347833E0
2.433035714E1,8.430013061E-2,1.369349122E0,9.673335075E0,9.770139969E0
2.433273885E1,6.514734030E-2,1.374137282E0,9.682910919E0,9.780146283E0
2.433512031E1,1.226056963E-1,1.364560843E0,9.682910919E0,9.779356948E0
2.433750208E1,9.866471589E-2,1.364560843E0,9.730792999E0,9.826499550E0
2.433988490E1,1.034529060E-1,1.364560843E0,9.721217155E0,9.817066353E0
2.434226578E1,6.035912782E-2,1.350196242E0,9.706851959E0,9.800492236E0
2.434464714E1,1.082411110E-1,1.378925562E0,9.673335075E0,9.771722639E0
2.434702958E1,8.908830583E-2,1.378925562E0,9.668547630E0,9.766789939E0
2.434941203E1,1.130293161E-1,1.378925562E0,9.711641312E0,9.809698685E0
2.435179422E1,5.557093769E-2,1.383713722E0,9.735582352E0,9.833581012E0
2.435417672E1,8.430013061E-2,1.369349122E0,9.678123474E0,9.774880946E0
2.435658229E1,1.178174913E-1,1.383713722E0,9.673335075E0,9.772510225E0
2.435894021E1,1.034529060E-1,1.350196242E0,9.711641312E0,9.805595819E0
2.436132224E1,6.514734030E-2,1.383713722E0,9.721217155E0,9.819418049E0
2.436370401E1,1.034529060E-1,1.383713722E0,9.702064514E0,9.800786805E0
2.436608594E1,8.908830583E-2,1.388501883E0,9.663759232E0,9.763407023E0
2.436846766E1,8.430013061E-2,1.335831761E0,9.692488670E0,9.784471863E0
2.437084917E1,9.387651086E-2,1.350196242E0,9.721217155E0,9.814983733E0
2.437323214E1,4.599453509E-2,1.335831761E0,9.730792999E0,9.822163427E0
2.437561344E1,6.514734030E-2,1.331043482E0,9.702064514E0,9.793159693E0
2.437799588E1,8.430013061E-2,1.374137282E0,9.682910919E0,9.780292616E0
2.438037833E1,1.178174913E-1,1.359772801E0,9.682910919E0,9.778631136E0
2.438275953E1,1.226056963E-1,1.364560843E0,9.716429710E0,9.812546294E0
2.438514099E1,6.993553042E-2,1.359772801E0,9.735582352E0,9.830332486E0
2.438752260E1,1.034529060E-1,1.378925562E0,9.673335075E0,9.771670773E0
2.438990411E1,1.130293161E-1,1.350196242E0,9.668547630E0,9.763023036E0
2.439228547E1,1.369702965E-1,1.354984522E0,9.673335075E0,9.768733562E0
2.439466734E1,6.993553042E-2,1.340619922E0,9.687700272E0,9.780270411E0
2.439704818E1,6.514734030E-2,1.378925562E0,9.697276115E0,9.795041804E0
2.439943052E1,8.908830583E-2,1.359772801E0,9.697276115E0,9.792552418E0
2.440181198E1,8.430013061E-2,1.354984522E0,9.697276115E0,9.791846283E0
2.440419281E1,7.951192558E-2,1.369349122E0,9.711641312E0,9.808028147E0
2.440659823E1,6.035912782E-2,1.354984522E0,9.726005554E0,9.820122724E0
2.440897818E1,6.514734030E-2,1.378925562E0,9.687700272E0,9.785561631E0
2.441136057E1,9.866471589E-2,1.369349122E0,9.663759232E0,9.760793730E0
2.441374125E1,1.130293161E-1,1.369349122E0,9.706851959E0,9.803615027E0
2.441612432E1,8.908830583E-2,1.369349122E0,9.716429710E0,9.812851780E0
2.441850401E1,9.866471589E-2,1.359772801E0,9.721217155E0,9.816352672E0
2.442086411E1,6.993553042E-2,1.369349122E0,9.692488670E0,9.788990991E0
2.442326880E1,6.993553042E-2,1.383713722E0,9.678123474E0,9.776790303E0
2.442564870E1,1.273939013E-1,1.354984522E0,9.711641312E0,9.806538086E0
2.442814568E1,7.951192558E-2,1.354984522E0,9.721217155E0,9.815516705E0
2.443057589E1,7.951192558E-2,1.369349122E0,9.678123474E0,9.774840825E0
2.443300286E1,1.130293161E-1,1.374137282E0,9.673335075E0,9.771102311E0
2.443547328E1,1.273939013E-1,1.354984522E0,9.697276115E0,9.792312103E0
2.443790969E1,7.472373545E-2,1.383713722E0,9.730792999E0,9.828966360E0
2.444034609E1,7.472373545E-2,1.354984522E0,9.692488670E0,9.787027297E0
2.444279729E1,1.178174913E-1,1.345408201E0,9.673335075E0,9.767160062E0
2.444522745E1,1.561230719E-1,1.359772801E0,9.687700272E0,9.783909905E0
2.444766422E1,8.908830583E-2,1.359772801E0,9.697276115E0,9.792552418E0
2.445011521E1,7.472373545E-2,1.388501883E0,9.711641312E0,9.810682855E0
2.445255266E1,8.430013061E-2,1.350196242E0,9.663759232E0,9.757990515E0
2.445500604E1,9.866471589E-2,1.407654643E0,9.663759232E0,9.766241283E0
2.445743344E1,1.130293161E-1,1.350196242E0,9.706851959E0,9.800958141E0
2.445986281E1,7.951192558E-2,1.350196242E0,9.716429710E0,9.810115104E0
2.446229219E1,9.387651086E-2,1.378925562E0,9.706851959E0,9.804755145E0
2.446472917E1,1.082411110E-1,1.388501883E0,9.663759232E0,9.763600571E0
2.446718068E1,1.130293161E-1,1.354984522E0,9.682910919E0,9.777909927E0
2.446961016E1,7.951192558E-2,1.359772801E0,9.702064514E0,9.797211851E0
2.447203760E1,6.993553042E-2,1.359772801E0,9.716429710E0,9.811364807E0
2.447446854E1,4.120634496E-2,1.383713722E0,9.673335075E0,9.771886876E0
2.447689521E1,9.387651086E-2,1.364560843E0,9.663759232E0,9.760075900E0
2.447932599E1,1.130293161E-1,1.350196242E0,9.706851959E0,9.800958141E0
2.448175255E1,1.082411110E-1,1.354984522E0,9.754734039E0,9.848986515E0
2.448418318E1,9.387651086E-2,1.359772801E0,9.702064514E0,9.797338961E0
2.448661005E1,1.273939013E-1,1.350196242E0,9.678123474E0,9.772683003E0
2.448904484E1,9.866471589E-2,1.359772801E0,9.668547630E0,9.764196335E0
2.449149615E1,1.130293161E-1,1.326255441E0,9.702064514E0,9.792945673E0
2.449392573E1,9.387651086E-2,1.345408201E0,9.721217155E0,9.814326213E0
2.449635359E1,8.908830583E-2,1.359772801E0,9.682910919E0,9.778327192E0
2.449878276E1,7.951192558E-2,1.374137282E0,9.673335075E0,9.770772073E0
2.450121083E1,9.866471589E-2,1.350196242E0,9.678123474E0,9.772350720E0
2.450364083E1,1.034529060E-1,1.364560843E0,9.735582352E0,9.831291498E0
2.450606839E1,8.908830583E-2,1.374137282E0,9.730792999E0,9.827742487E0
2.450849844E1,6.514734030E-2,1.345408201E0,9.668547630E0,9.761925050E0
2.451092646E1,9.387651086E-2,1.407654643E0,9.678123474E0,9.780407884E0
2.451335990E1,8.908830583E-2,1.374137282E0,9.706851959E0,9.804038196E0
2.451581193E1,8.908830583E-2,1.350196242E0,9.726005554E0,9.819681800E0
2.451824240E1,8.908830583E-2,1.335831761E0,9.711641312E0,9.803487144E0
2.452067656E1,5.557093769E-2,1.369349122E0,9.682910919E0,9.779415576E0
2.452310547E1,7.951192558E-2,1.369349122E0,9.658969879E0,9.755877115E0
2.452553562E1,1.178174913E-1,1.364560843E0,9.711641312E0,9.807746134E0
2.452796578E1,7.951192558E-2,1.374137282E0,9.721217155E0,9.818178976E0
2.453039521E1,6.514734030E-2,1.383713722E0,9.682910919E0,9.781496394E0
2.453279240E1,1.178174913E-1,1.374137282E0,9.654182434E0,9.752198352E0
2.453517385E1,1.226056963E-1,1.402866483E0,9.678123474E0,9.780037858E0
2.453755536E1,8.430013061E-2,1.378925562E0,9.749946594E0,9.847334706E0
2.453993734E1,6.993553042E-2,1.354984522E0,9.697276115E0,9.791733151E0
2.454231917E1,9.866471589E-2,1.378925562E0,9.668547630E0,9.766881985E0
2.454470115E1,9.387651086E-2,1.374137282E0,9.682910919E0,9.780379846E0
2.454708359E1,1.369702965E-1,1.369349122E0,9.706851959E0,9.803920279E0
2.454946531E1,9.387651086E-2,1.383713722E0,9.716429710E0,9.814911247E0
2.455184724E1,9.387651086E-2,1.340619922E0,9.687700272E0,9.780470905E0
2.455422865E1,8.908830583E-2,1.359772801E0,9.692488670E0,9.787811575E0
2.455661099E1,1.321820915E-1,1.354984522E0,9.682910919E0,9.778150082E0
2.455899161E1,1.034529060E-1,1.374137282E0,9.726005554E0,9.823143072E0
2.456137474E1,6.993553042E-2,1.350196242E0,9.740370750E0,9.833755296E0
2.456375557E1,5.557093769E-2,1.369349122E0,9.702064514E0,9.798380529E0
2.456613552E1,7.472373545E-2,1.369349122E0,9.673335075E0,9.770062033E0
2.456851688E1,1.226056963E-1,1.350196242E0,9.706851959E0,9.801073258E0
2.457089854E1,8.908830583E-2,1.345408201E0,9.740370750E0,9.833253902E0
2.457323719E1,1.082411110E-1,1.311890721E0,9.687700272E0,9.776722864E0
2.457566167E1,8.908830583E-2,1.402866483E0,9.663759232E0,9.765460234E0
2.457804338E1,8.908830583E-2,1.393290162E0,9.668547630E0,9.768828358E0
2.458042438E1,8.908830583E-2,1.369349122E0,9.697276115E0,9.793886757E0
2.458280599E1,9.866471589E-2,1.364560843E0,9.721217155E0,9.817017062E0
2.458518797E1,4.599453509E-2,1.335831761E0,9.721217155E0,9.812676749E0
2.458757036E1,6.993553042E-2,1.369349122E0,9.668547630E0,9.765286543E0
2.458995172E1,1.226056963E-1,1.388501883E0,9.658969879E0,9.759030114E0
2.459233328E1,9.866471589E-2,1.345408201E0,9.706851959E0,9.800144535E0
2.459471417E1,1.034529060E-1,1.335831761E0,9.740370750E0,9.832088860E0
2.459709594E1,6.514734030E-2,1.364560843E0,9.687700272E0,9.783547773E0
2.459947797E1,7.951192558E-2,1.359772801E0,9.654182434E0,9.749797059E0
2.460185865E1,1.082411110E-1,1.388501883E0,9.654182434E0,9.754121800E0
2.460424000E1,8.908830583E-2,1.354984522E0,9.721217155E0,9.815598951E0
2.460662141E1,8.430013061E-2,1.369349122E0,9.716429710E0,9.812809478E0
2.460900281E1,9.387651086E-2,1.383713722E0,9.697276115E0,9.795950210E0
2.461138479E1,1.082411110E-1,1.383713722E0,9.687700272E0,9.786619251E0
2.461376594E1,9.387651086E-2,1.369349122E0,9.716429710E0,9.812896419E0
2.461614714E1,9.387651086E-2,1.350196242E0,9.721217155E0,9.814983733E0
2.461852870E1,7.472373545E-2,1.359772801E0,9.678123474E0,9.773466104E0
2.462091073E1,7.951192558E-2,1.369349122E0,9.673335075E0,9.770099828E0
2.462329365E1,1.226056963E-1,1.383713722E0,9.663759232E0,9.763090612E0
2.462567411E1,1.082411110E-1,1.350196242E0,9.702064514E0,9.796162609E0
2.462805625E1,7.472373545E-2,1.354984522E0,9.721217155E0,9.815479085E0
2.463043828E1,6.993553042E-2,1.369349122E0,9.697276115E0,9.793731263E0
2.463282469E1,1.130293161E-1,1.340619922E0,9.678123474E0,9.771187818E0
2.463520396E1,1.178174913E-1,1.354984522E0,9.702064514E0,9.796934207E0
2.463758417E1,1.417585015E-1,1.354984522E0,9.711641312E0,9.806735211E0
2.463996604E1,8.908830583E-2,1.359772801E0,9.716429710E0,9.811520021E0
2.464234573E1,6.993553042E-2,1.350196242E0,9.668547630E0,9.762619226E0
2.464472792E1,1.034529060E-1,1.354984522E0,9.668547630E0,9.763580226E0
2.464710958E1,9.866471589E-2,1.354984522E0,9.702064514E0,9.796722596E0
2.464948995E1,7.951192558E-2,1.326255441E0,9.721217155E0,9.811592053E0
2.465187177E1,6.514734030E-2,1.340619922E0,9.687700272E0,9.780237344E0
2.465425385E1,1.034529060E-1,1.364560843E0,9.687700272E0,9.783877828E0
2.465663542E1,9.866471589E-2,1.364560843E0,9.697276115E0,9.793310221E0
2.465901729E1,8.908830583E-2,1.350196242E0,9.745158195E0,9.838652086E0
2.466139885E1,7.472373545E-2,1.354984522E0,9.711641312E0,9.805995292E0
2.466378016E1,5.078274012E-2,1.369349122E0,9.697276115E0,9.793613223E0
2.466616125E1,1.034529060E-1,1.359772801E0,9.639818192E0,9.735798855E0
2.466854297E1,1.034529060E-1,1.359772801E0,9.678123474E0,9.773727976E0
2.467092547E1,9.866471589E-2,1.350196242E0,9.726005554E0,9.819773351E0
2.467330740E1,8.430013061E-2,1.383713722E0,9.706851959E0,9.805342683E0
2.467568953E1,7.472373545E-2,1.369349122E0,9.673335075E0,9.770062033E0
2.467807031E1,1.369702965E-1,1.412442923E0,9.678123474E0,9.781606711E0
2.468045229E1,8.908830583E-2,1.369349122E0,9.692488670E0,9.789146560E0
2.468283318E1,1.082411110E-1,1.354984522E0,9.706851959E0,9.801564883E0
2.468521536E1,6.514734030E-2,1.378925562E0,9.706851959E0,9.804522163E0
2.468759677E1,6.993553042E-2,1.364560843E0,9.673335075E0,9.769356619E0
2.468997875E1,1.082411110E-1,1.321467161E0,9.673335075E0,9.763780163E0
2.469236036E1,9.866471589E-2,1.369349122E0,9.721217155E0,9.817683776E0
2.469474151E1,1.178174913E-1,1.354984522E0,9.726005554E0,9.820643974E0
2.469712453E1,6.035912782E-2,1.364560843E0,9.711641312E0,9.807224199E0
2.469950583E1,5.557093769E-2,1.374137282E0,9.692488670E0,9.789569859E0
2.470188672E1,9.866471589E-2,1.359772801E0,9.692488670E0,9.787903423E0
2.470426682E1,1.178174913E-1,1.354984522E0,9.716429710E0,9.811160499E0
2.470664792E1,9.866471589E-2,1.359772801E0,9.697276115E0,9.792644222E0
2.470902896E1,1.226056963E-1,1.359772801E0,9.682910919E0,9.778689999E0
2.471141411E1,1.082411110E-1,1.374137282E0,9.687700272E0,9.785269846E0
2.471379266E1,8.908830583E-2,1.345408201E0,9.721217155E0,9.814281580E0
2.471617151E1,6.993553042E-2,1.359772801E0,9.730792999E0,9.825589318E0
2.471855005E1,5.078274012E-2,1.340619922E0,9.663759232E0,9.756438036E0
2.472093323E1,6.514734030E-2,1.364560843E0,9.668547630E0,9.764583132E0
2.472331375E1,1.034529060E-1,1.359772801E0,9.678123474E0,9.773727976E0
2.472569448E1,9.387651086E-2,1.374137282E0,9.706851959E0,9.804082875E0
2.472807469E1,7.472373545E-2,1.335831761E0,9.716429710E0,9.808110748E0
2.473045568E1,7.472373545E-2,1.340619922E0,9.649394035E0,9.742363710E0
2.473283578E1,1.130293161E-1,1.393290162E0,9.649394035E0,9.750119915E0
2.473521557E1,9.387651086E-2,1.354984522E0,9.692488670E0,9.787192267E0
2.473759750E1,8.430013061E-2,1.364560843E0,9.735582352E0,9.831108612E0
2.473997677E1,5.078274012E-2,1.374137282E0,9.706851959E0,9.803764946E0
2.474235760E1,7.472373545E-2,1.350196242E0,9.673335075E0,9.767396020E0
2.474474021E1,9.866471589E-2,1.359772801E0,9.687700272E0,9.783161726E0
2.474711865E1,8.908830583E-2,1.345408201E0,9.711641312E0,9.804796628E0
2.474949896E1,7.472373545E-2,1.369349122E0,9.726005554E0,9.822213839E0
2.475188990E1,4.599453509E-2,1.374137282E0,9.673335075E0,9.770556803E0
2.475426036E1,1.034529060E-1,1.364560843E0,9.663759232E0,9.760172708E0
2.475664089E1,1.178174913E-1,1.398078322E0,9.687700272E0,9.788771144E0
2.475902172E1,8.908830583E-2,1.374137282E0,9.745158195E0,9.841966178E0
2.476140307E1,8.908830583E-2,1.378925562E0,9.711641312E0,9.809452044E0
2.476378453E1,5.557093769E-2,1.340619922E0,9.692488670E0,9.784921386E0
2.476616396E1,1.082411110E-1,1.350196242E0,9.668547630E0,9.762968775E0
2.476854422E1,1.226056963E-1,1.359772801E0,9.721217155E0,9.816622495E0
2.477092479E1,1.034529060E-1,1.340619922E0,9.716429710E0,9.809024956E0
2.477330609E1,7.472373545E-2,1.378925562E0,9.706851959E0,9.804590471E0
2.477568698E1,8.908830583E-2,1.378925562E0,9.682910919E0,9.781008961E0
2.477806885E1,9.866471589E-2,1.378925562E0,9.702064514E0,9.800062565E0
2.478044969E1,8.430013061E-2,1.359772801E0,9.726005554E0,9.820960881E0
2.478283047E1,7.472373545E-2,1.369349122E0,9.721217155E0,9.817472365E0
2.478521203E1,6.514734030E-2,1.369349122E0,9.658969879E0,9.755770616E0
2.478759333E1,6.993553042E-2,1.354984522E0,9.673335075E0,9.768023624E0
2.478997411E1,8.908830583E-2,1.369349122E0,9.678123474E0,9.774923413E0
2.479235490E1,9.866471589E-2,1.340619922E0,9.721217155E0,9.813717924E0
2.479473646E1,6.514734030E-2,1.350196242E0,9.697276115E0,9.791038664E0
2.479711609E1,7.951192558E-2,1.369349122E0,9.678123474E0,9.774840825E0
2.479950094E1,1.178174913E-1,1.354984522E0,9.625452995E0,9.721070382E0
2.480188115E1,1.130293161E-1,1.354984522E0,9.692488670E0,9.787394715E0
2.480426188E1,6.035912782E-2,1.359772801E0,9.726005554E0,9.820784558E0
2.480664302E1,5.557093769E-2,1.345408201E0,9.711641312E0,9.804549369E0
2.480902443E1,7.472373545E-2,1.383713722E0,9.692488670E0,9.791046110E0
2.481140604E1,1.130293161E-1,1.350196242E0,9.668547630E0,9.763023036E0
2.481378562E1,9.387651086E-2,1.364560843E0,9.711641312E0,9.807487755E0
2.481616385E1,7.472373545E-2,1.354984522E0,9.735582352E0,9.829706528E0
2.481854411E1,1.034529060E-1,1.350196242E0,9.682910919E0,9.777141518E0
2.482092630E1,1.178174913E-1,1.354984522E0,9.663759232E0,9.759001307E0
2.482330609E1,1.034529060E-1,1.359772801E0,9.697276115E0,9.792693635E0
2.482568599E1,8.908830583E-2,1.321467161E0,9.721217155E0,9.811028242E0
2.482806635E1,7.472373545E-2,1.378925562E0,9.730792999E0,9.828293430E0
2.483044760E1,8.430013061E-2,1.354984522E0,9.678123474E0,9.772878979E0
2.483282828E1,1.273939013E-1,1.369349122E0,9.668547630E0,9.765867064E0
2.483520917E1,1.226056963E-1,1.331043482E0,9.726005554E0,9.817428021E0
2.483759010E1,8.430013061E-2,1.354984522E0,9.711641312E0,9.806072941E0
2.483997120E1,8.430013061E-2,1.378925562E0,9.678123474E0,9.776227094E0
2.484235188E1,1.082411110E-1,1.378925562E0,9.678123474E0,9.776462848E0
2.484473234E1,1.273939013E-1,1.383713722E0,9.692488670E0,9.791589733E0
2.484711312E1,1.321820915E-1,1.340619922E0,9.706851959E0,9.799883103E0
2.484949354E1,8.908830583E-2,1.345408201E0,9.706851959E0,9.800052802E0
2.485187453E1,8.908830583E-2,1.364560843E0,9.682910919E0,9.778994165E0
2.485425422E1,1.034529060E-1,1.374137282E0,9.673335075E0,9.770996226E0
2.485663531E1,1.130293161E-1,1.364560843E0,9.687700272E0,9.783983773E0
2.485901599E1,1.130293161E-1,1.354984522E0,9.726005554E0,9.820587697E0
2.486139714E1,6.993553042E-2,1.378925562E0,9.706851959E0,9.804555148E0
2.486377807E1,6.993553042E-2,1.359772801E0,9.697276115E0,9.792396903E0
2.486615844E1,1.321820915E-1,1.374137282E0,9.663759232E0,9.761862930E0
2.486853917E1,1.034529060E-1,1.364560843E0,9.711641312E0,9.807584094E0
2.487092062E1,8.908830583E-2,1.354984522E0,9.730792999E0,9.825082808E0
2.487330083E1,6.514734030E-2,1.321467161E0,9.673335075E0,9.763397519E0
2.487568214E1,8.430013061E-2,1.321467161E0,9.668547630E0,9.758800912E0
2.487806276E1,1.082411110E-1,1.335831761E0,9.711641312E0,9.803679901E0
2.488044406E1,5.078274012E-2,1.307102561E0,9.711641312E0,9.799340435E0
2.488282464E1,6.514734030E-2,1.354984522E0,9.697276115E0,9.791700123E0
2.488520609E1,5.557093769E-2,1.354984522E0,9.668547630E0,9.763190281E0
2.488758682E1,9.387651086E-2,1.374137282E0,9.658969879E0,9.756677980E0
2.488996844E1,9.387651086E-2,1.359772801E0,9.702064514E0,9.797338961E0
2.489235089E1,1.034529060E-1,1.359772801E0,9.706851959E0,9.802176265E0
2.489473099E1,7.951192558E-2,1.340619922E0,9.716429710E0,9.808801672E0
2.489711172E1,7.951192558E-2,1.378925562E0,9.687700272E0,9.785667806E0
2.489949281E1,1.130293161E-1,1.350196242E0,9.673335075E0,9.767764176E0
2.490187385E1,1.130293161E-1,1.354984522E0,9.702064514E0,9.796877794E0
2.490425484E1,6.035912782E-2,1.378925562E0,9.711641312E0,9.809233196E0
2.490663620E1,8.908830583E-2,1.383713722E0,9.678123474E0,9.776946066E0
2.490901635E1,1.178174913E-1,1.354984522E0,9.678123474E0,9.773225568E0
2.491139724E1,1.273939013E-1,1.383713722E0,9.673335075E0,9.772630370E0
2.491377844E1,7.951192558E-2,1.345408201E0,9.721217155E0,9.814199323E0
2.491615948E1,9.387651086E-2,1.350196242E0,9.692488670E0,9.786530505E0
2.491854005E1,9.387651086E-2,1.350196242E0,9.663759232E0,9.758077945E0
2.492092115E1,1.178174913E-1,1.378925562E0,9.706851959E0,9.805013596E0
2.492330234E1,1.465466917E-1,1.350196242E0,9.706851959E0,9.801401981E0
2.492568349E1,8.908830583E-2,1.326255441E0,9.711641312E0,9.802186857E0
2.492806333E1,6.993553042E-2,1.335831761E0,9.682910919E0,9.774870912E0
2.493044328E1,7.951192558E-2,1.359772801E0,9.673335075E0,9.768762240E0
2.493282411E1,9.387651086E-2,1.354984522E0,9.673335075E0,9.768224370E0
2.493520396E1,9.387651086E-2,1.369349122E0,9.716429710E0,9.812896419E0
2.493758516E1,5.557093769E-2,1.354984522E0,9.721217155E0,9.815351963E0
2.493996521E1,3.641814739E-2,1.378925562E0,9.702064514E0,9.799633556E0
2.494234516E1,9.387651086E-2,1.364560843E0,9.682910919E0,9.779038959E0
2.494472630E1,7.472373545E-2,1.378925562E0,9.697276115E0,9.795110178E0
2.494710771E1,7.472373545E-2,1.350196242E0,9.687700272E0,9.781623080E0
2.494948693E1,5.557093769E-2,1.354984522E0,9.692488670E0,9.786899806E0
2.495186885E1,8.430013061E-2,1.345408201E0,9.654182434E0,9.747844285E0
2.495424969E1,8.908830583E-2,1.354984522E0,9.649394035E0,9.744471511E0
2.495662964E1,1.369702965E-1,1.374137282E0,9.687700272E0,9.785629805E0
2.495901026E1,8.908830583E-2,1.364560843E0,9.721217155E0,9.816925486E0
2.496139088E1,4.599453509E-2,1.378925562E0,9.697276115E0,9.794933142E0
2.496377328E1,6.993553042E-2,1.369349122E0,9.692488670E0,9.788990991E0
