Cidade,UF,Capital,Área,Pop. 2010 (hab),Pop. 2019 (hab),Dens. demo. 2010 (hab/km2),Dens. demo. 2019 (hab/km2),IDHM 2010,PIB per capita 2017 (R$),Fundação
Presidente Venceslau,São Paulo,não,755.203,37835,39516,50.10,52.33,0.763,18255.45,
Ilhabela,São Paulo,não,346.389,28102,34970,81.13,100.96,0.756,184493.91,
Santa Rosa de Viterbo,São Paulo,não,288.576,23862,26540,82.69,91.97,0.770,29492.87,
Boituva,São Paulo,não,248.954,48314,60997,194.07,245.01,0.780,46569.95,
Ribeirão Branco,São Paulo,não,697.500,18267,16444,26.19,23.58,0.639,22085.84,
Buritizal,São Paulo,não,266.420,4052,4481,15.21,16.82,0.735,40391.93,
Descalvado,São Paulo,não,753.706,31052,33718,41.20,44.74,0.760,49281.66,
Itaquaquecetuba,São Paulo,não,82.622,321832,370821,3895.24,4488.16,0.714,19221.30,
Mirassol,São Paulo,não,243.228,53777,59824,221.10,245.96,0.762,33298.79,
Nipoã,São Paulo,não,137.609,4267,5213,31.01,37.88,0.713,17491.13,
Nuporanga,São Paulo,não,348.265,6815,7432,19.57,21.34,0.746,71861.01,
Itapuí,São Paulo,não,140.023,12106,13992,86.46,99.93,0.725,45673.26,
Marabá Paulista,São Paulo,não,919.519,4818,5853,5.24,6.37,0.677,21499.29,
Jaguariúna,São Paulo,não,141.391,44307,57488,313.37,406.59,0.784,209320.86,
Presidente Prudente,São Paulo,não,560.637,206813,228743,368.89,408.01,0.806,34655.21,
Avaré,São Paulo,não,1213.055,82936,90655,68.37,74.73,0.767,29292.24,
Euclides da Cunha Paulista,São Paulo,não,573.894,9561,9371,16.66,16.33,0.704,11500.68,
General Salgado,São Paulo,não,494.376,10693,10869,21.63,21.99,0.747,23729.64,
Guará,São Paulo,não,362.183,19840,21220,54.78,58.59,0.718,20036.12,
Limeira,São Paulo,não,580.711,276023,306114,475.32,527.14,0.775,40393.18,
Paranapuã,São Paulo,não,140.354,3812,4078,27.16,29.06,0.732,24348.78,
Pompéia,São Paulo,não,784.674,19977,22014,25.46,28.05,0.786,38105.48,
Guararema,São Paulo,não,270.816,25843,29798,95.43,110.03,0.731,33161.69,
Ipaussu,São Paulo,não,209.554,13656,14971,65.17,71.44,0.727,24913.92,
Itapeva,São Paulo,não,1826.258,87751,94354,48.05,51.67,0.732,25345.44,
Guariba,São Paulo,não,270.289,35486,40105,131.29,148.38,0.719,22680.97,
Pedrinhas Paulista,São Paulo,não,152.309,2936,3093,19.28,20.31,0.774,48852.89,
Serra Negra,São Paulo,não,203.734,26387,29229,129.52,143.47,0.767,25080.39,
Santa Mercedes,São Paulo,não,166.753,2828,2939,16.96,17.62,0.739,26205.46,
Urupês,São Paulo,não,323.916,12720,13809,39.27,42.63,0.745,28564.11,
Vargem Grande do Sul,São Paulo,não,267.178,39259,42845,146.94,160.36,0.737,22348.98,
Cruzeiro,São Paulo,não,305.699,77039,82238,252.01,269.02,0.788,26145.67,
Magda,São Paulo,não,312.282,3207,3119,10.27,9.99,0.753,33459.05,
Rubinéia,São Paulo,não,242.877,2861,3148,11.78,12.96,0.759,26297.10,
Rinópolis,São Paulo,não,358.481,9940,9981,27.73,27.84,0.723,23968.34,
Bernardino de Campos,São Paulo,não,244.158,10772,11148,44.12,45.66,0.734,21168.91,
Cerqueira César,São Paulo,não,511.621,17533,19985,34.27,39.06,0.729,38625.59,
Cosmorama,São Paulo,não,441.680,7212,7307,16.33,16.54,0.722,36908.64,
Laranjal Paulista,São Paulo,não,384.274,25266,28516,65.75,74.21,0.729,36123.07,
Pariquera-Açu,São Paulo,não,359.414,18452,19648,51.34,54.67,0.736,26971.18,
Guaraçaí,São Paulo,não,569.197,8424,8323,14.80,14.62,0.719,27048.50,
Júlio Mesquita,São Paulo,não,128.183,4428,4776,34.55,37.26,0.716,10875.60,
Lavínia,São Paulo,não,537.675,8780,11980,16.33,22.28,0.721,13224.60,
Nova Aliança,São Paulo,não,217.515,5896,6973,27.11,32.06,0.738,28298.63,
Presidente Bernardes,São Paulo,não,749.233,13576,13106,18.12,17.49,0.757,18921.16,
Três Fronteiras,São Paulo,não,151.594,5442,5807,35.90,38.31,0.753,18648.54,
Tupã,São Paulo,não,627.986,63420,65524,100.99,104.34,0.771,26771.08,
Porto Feliz,São Paulo,não,556.706,48895,53098,87.83,95.38,0.758,36690.02,
Ferraz de Vasconcelos,São Paulo,não,29.564,168294,194276,5692.55,6571.37,0.738,15830.42,
Ilha Solteira,São Paulo,não,652.641,25074,26686,38.42,40.89,0.812,23641.14,
Pontal,São Paulo,não,356.371,40248,49961,112.94,140.19,0.725,25478.32,
Dolcinópolis,São Paulo,não,77.939,2085,2115,26.76,27.14,0.742,20999.28,
Igaraçu do Tietê,São Paulo,não,97.747,23368,24674,239.07,252.43,0.727,12177.10,
Itápolis,São Paulo,não,996.747,40049,43120,40.18,43.26,0.744,32121.54,
Nova Guataporanga,São Paulo,não,34.158,2179,2316,63.81,67.8,0.726,12127.10,
Ribeira,São Paulo,não,335.759,3357,3340,10.00,9.95,0.698,13953.90,
Tarumã,São Paulo,não,302.913,12873,15000,42.50,49.52,0.753,61201.45,
Mogi Mirim,São Paulo,não,497.708,86486,93189,173.77,187.24,0.784,48253.07,
Itapira,São Paulo,não,518.416,68539,74773,132.21,144.23,0.762,46827.69,
Timburi,São Paulo,não,196.790,2646,2658,13.45,13.51,0.710,17746.37,
Casa Branca,São Paulo,não,864.225,28312,30380,32.76,35.15,0.730,26596.41,
Flórida Paulista,São Paulo,não,524.138,12825,14640,24.47,27.93,0.715,13775.64,
Penápolis,São Paulo,não,711.315,58548,63407,82.31,89.14,0.759,25186.01,
Cândido Mota,São Paulo,não,595.811,29862,31280,50.12,52.5,0.747,32167.96,
Holambra,São Paulo,não,65.577,11298,14930,172.30,227.67,0.793,64813.35,
Macedônia,São Paulo,não,327.567,3662,3698,11.18,11.29,0.740,20349.57,
Mairinque,São Paulo,não,210.149,43191,47150,205.53,224.36,0.743,36639.11,
Marapoama,São Paulo,não,111.267,2632,3031,23.66,27.24,0.752,58682.15,
Santa Maria da Serra,São Paulo,não,252.621,5413,6173,21.43,24.44,0.686,21028.36,
Taquarivaí,São Paulo,não,231.792,5150,5852,22.22,25.25,0.679,42467.23,
Torre de Pedra,São Paulo,não,71.348,2253,2412,31.59,33.81,0.714,11634.39,
Novo Horizonte,São Paulo,não,931.743,36598,41052,39.28,44.06,0.753,31540.98,
Sandovalina,São Paulo,não,455.856,3706,4302,8.13,9.44,0.709,95062.51,
São Simão,São Paulo,não,617.252,14344,15322,23.24,24.82,0.766,30588.33,
Ubatuba,São Paulo,não,708.105,77091,90799,108.87,128.23,0.751,22247.70,
Pedreira,São Paulo,não,108.817,41644,47919,382.70,440.36,0.769,24218.51,
Itatiba,São Paulo,não,322.276,101484,120858,314.90,375.01,0.778,47778.72,
Taciba,São Paulo,não,607.267,5714,6285,9.41,10.35,0.723,24555.73,
Gabriel Monteiro,São Paulo,não,138.681,2711,2776,19.55,20.02,0.763,27089.48,
São Carlos,São Paulo,não,1136.907,221867,251983,195.15,221.64,0.805,42568.73,
São Sebastião da Grama,São Paulo,não,252.410,12100,12182,47.94,48.26,0.701,26529.10,
Espírito Santo do Turvo,São Paulo,não,193.666,4245,4829,21.92,24.93,0.696,15178.53,
Guatapará,São Paulo,não,413.567,6964,7656,16.84,18.51,0.743,28824.48,
Itapetininga,São Paulo,não,1789.350,144311,163901,80.65,91.6,0.763,27855.67,
Pilar do Sul,São Paulo,não,681.248,26411,29185,38.77,42.84,0.690,22309.48,
Rosana,São Paulo,não,744.011,19723,16643,26.51,22.37,0.764,70531.04,
Guaimbê,São Paulo,não,217.811,5419,5765,24.88,26.47,0.728,12562.26,
Piacatu,São Paulo,não,232.488,5289,5980,22.75,25.72,0.732,16393.58,
Lorena,São Paulo,não,414.160,82537,88706,199.29,214.18,0.766,27729.79,
Santana de Parnaíba,São Paulo,não,179.949,108822,139447,604.74,774.93,0.814,65083.16,
Serra Azul,São Paulo,não,283.144,11254,14662,39.75,51.78,0.686,11955.52,
Águas de Lindóia,São Paulo,não,60.126,17265,18705,287.16,311.1,0.745,25554.26,
Bálsamo,São Paulo,não,149.881,8120,9068,54.18,60.5,0.756,22823.09,
Itaoca,São Paulo,não,183.015,3228,3328,17.64,18.18,0.680,11682.88,
Santo Anastácio,São Paulo,não,552.876,20489,20878,37.06,37.76,0.753,20082.06,
Auriflama,São Paulo,não,434.498,14216,15189,32.72,34.96,0.773,19494.28,
Nazaré Paulista,São Paulo,não,326.254,16413,18524,50.31,56.78,0.678,18468.58,
Álvaro de Carvalho,São Paulo,não,153.662,4665,5227,30.36,34.02,0.688,9666.54,
Monte Castelo,São Paulo,não,233.547,4080,4166,17.47,17.84,0.741,24294.40,
Tremembé,São Paulo,não,191.094,40926,47185,214.17,246.92,0.785,16743.77,
Tabapuã,São Paulo,não,345.792,11369,12407,32.88,35.88,0.735,19749.60,
Vargem Grande Paulista,São Paulo,não,42.489,43003,52597,1012.10,1237.9,0.770,35857.88,
Franca,São Paulo,não,605.679,318641,353187,526.09,583.13,0.780,27097.66,
Mirante do Paranapanema,São Paulo,não,1238.931,17060,18259,13.77,14.74,0.724,22740.12,
Promissão,São Paulo,não,779.200,35671,40432,45.78,51.89,0.743,46224.65,
Adolfo,São Paulo,não,211.055,3556,3562,16.85,16.88,0.730,27634.98,
Álvares Machado,São Paulo,não,347.647,23532,24915,67.69,71.67,0.758,20531.41,
Cosmópolis,São Paulo,não,154.665,58829,72252,380.37,467.15,0.769,22807.24,
Echaporã,São Paulo,não,515.258,6317,6102,12.26,11.84,0.745,20504.30,
Elias Fausto,São Paulo,não,202.360,15749,17772,77.83,87.82,0.695,36355.80,
Franco da Rocha,São Paulo,não,132.775,130245,154489,980.95,1163.54,0.731,20265.91,
Guapiaçu,São Paulo,não,325.126,17881,21454,55.00,65.99,0.725,25632.58,
Guaraci,São Paulo,não,641.501,9975,11188,15.55,17.44,0.737,34356.04,
Guarantã,São Paulo,não,461.746,6413,6664,13.89,14.43,0.713,24977.66,
Herculândia,São Paulo,não,364.252,8687,9526,23.85,26.15,0.727,32176.87,
Ibirarema,São Paulo,não,228.230,6721,7753,29.45,33.97,0.708,23927.43,
Irapuã,São Paulo,não,257.612,7267,7993,28.21,31.03,0.713,18961.09,
Lutécia,São Paulo,não,475.226,2713,2649,5.71,5.57,0.720,34162.21,
Manduri,São Paulo,não,229.046,8992,9846,39.26,42.99,0.739,21570.24,
Miracatu,São Paulo,não,1001.484,20590,19779,20.56,19.75,0.697,21029.70,
Oriente,São Paulo,não,218.668,6098,6515,27.89,29.79,0.770,15302.62,
Paulo de Faria,São Paulo,não,737.986,8582,8945,11.63,12.12,0.725,29179.05,
Quintana,São Paulo,não,318.937,5992,6638,18.79,20.81,0.732,24080.77,
Registro,São Paulo,não,722.201,54244,56322,75.11,77.99,0.754,34572.53,
Sales,São Paulo,não,308.555,5452,6331,17.67,20.52,0.751,23167.99,
Araçatuba,São Paulo,não,1167.126,181534,197016,155.54,168.8,0.788,35769.43,
Avaí,São Paulo,não,540.689,4963,5403,9.18,9.99,0.714,49447.56,
Presidente Alves,São Paulo,não,286.642,4116,4094,14.36,14.28,0.735,15233.86,
Iguape,São Paulo,não,1978.795,28850,30857,14.58,15.59,0.726,26430.11,
Conchas,São Paulo,não,466.120,16290,17896,34.95,38.39,0.736,19518.27,
Santa Bárbara d'Oeste,São Paulo,não,271.030,180096,193475,664.49,713.85,0.781,28635.77,
Chavantes,São Paulo,não,188.727,12154,12418,64.40,65.8,0.729,16939.80,
Sertãozinho,São Paulo,não,403.089,110131,125815,273.22,312.13,0.761,43728.51,
Taubaté,São Paulo,não,625.003,278738,314924,445.98,503.88,0.800,54552.88,
Birigui,São Paulo,não,530.031,108545,123638,204.79,233.27,0.780,26071.64,
Mongaguá,São Paulo,não,143.205,46684,56702,326.00,395.95,0.754,18173.41,
Caconde,São Paulo,não,468.214,18466,18985,39.44,40.55,0.720,18060.11,
Diadema,São Paulo,não,30.732,385286,423884,12536.99,13792.92,0.757,32097.86,
Dracena,São Paulo,não,487.688,43228,46793,88.64,95.95,0.776,25188.56,
Guararapes,São Paulo,não,955.637,30570,32939,31.99,34.47,0.763,30233.85,
Guarulhos,São Paulo,não,318.675,1221962,1379182,3834.51,4327.86,0.763,41318.74,
Jandira,São Paulo,não,17.449,108319,124937,6207.76,7160.12,0.760,33158.63,
Mariápolis,São Paulo,não,186.544,3930,4084,21.07,21.89,0.718,14864.67,
Mauá,São Paulo,não,61.909,417353,472912,6741.41,7638.82,0.766,35251.59,
Mendonça,São Paulo,não,195.151,4642,5490,23.79,28.13,0.744,45212.69,
Nova Castilho,São Paulo,não,183.396,1126,1267,6.14,6.91,0.756,32062.61,
Palmares Paulista,São Paulo,não,82.125,10934,13275,133.14,161.64,0.722,9297.76,
Parapuã,São Paulo,não,366.664,10871,10964,29.65,29.9,0.737,32352.04,
Pereiras,São Paulo,não,223.136,7448,8668,33.38,38.85,0.736,23545.84,
Votorantim,São Paulo,não,183.517,108465,122480,591.04,667.4,0.767,25036.13,
Indaiatuba,São Paulo,não,311.545,201292,251627,646.11,807.67,0.788,56301.42,
Sud Mennucci,São Paulo,não,594.744,7475,7718,12.57,12.98,0.747,23184.11,
Duartina,São Paulo,não,264.557,12251,12445,46.31,47.04,0.748,20076.39,
Ibirá,São Paulo,não,271.912,10895,12393,40.07,45.58,0.740,20329.69,
Guaiçara,São Paulo,não,277.154,10906,12168,39.35,43.9,0.739,15609.27,
Luís Antônio,São Paulo,não,598.257,11277,14947,18.85,24.98,0.731,94395.57,
Ourinhos,São Paulo,não,295.818,102879,113542,347.78,383.82,0.778,26827.36,
Palmeira d'Oeste,São Paulo,não,318.740,9568,9283,30.02,29.12,0.753,17830.11,
Caieiras,São Paulo,não,97.642,87913,101470,900.37,1039.2,0.781,33491.19,
Jundiaí,São Paulo,não,431.207,370156,418962,858.42,971.6,0.822,100679.50,
Bragança Paulista,São Paulo,não,512.584,146732,168668,286.26,329.05,0.776,34553.72,
Aparecida,São Paulo,não,121.076,35006,36157,289.13,298.63,0.755,28905.59,
Sete Barras,São Paulo,não,1062.699,13007,12832,12.24,12.07,0.673,31583.95,
Maracaí,São Paulo,não,533.498,13321,14002,24.97,26.25,0.771,29700.80,
Santa Lúcia,São Paulo,não,154.033,8248,8817,53.55,57.24,0.737,14542.29,
Lagoinha,São Paulo,não,255.472,4841,4896,18.95,19.16,0.693,11048.85,
Cabrália Paulista,São Paulo,não,239.974,4365,4264,18.19,17.77,0.694,19410.62,
Rifaina,São Paulo,não,162.508,3435,3629,21.14,22.33,0.740,30891.69,
Espírito Santo do Pinhal,São Paulo,não,389.235,41885,44330,107.61,113.89,0.787,28503.78,
Fernão,São Paulo,não,100.504,1558,1716,15.51,17.07,0.703,27240.48,
Gavião Peixoto,São Paulo,não,243.766,4419,4789,18.13,19.65,0.719,177213.56,
Salto Grande,São Paulo,não,188.441,8788,9331,46.64,49.52,0.704,22588.75,
Tapiratiba,São Paulo,não,221.891,12698,12960,57.23,58.41,0.751,24974.67,
Trabiju,São Paulo,não,63.421,1544,1724,24.35,27.18,0.722,25550.70,
Avanhandava,São Paulo,não,338.370,11301,13649,33.40,40.34,0.705,32647.32,
Barrinha,São Paulo,não,146.025,28571,32812,195.66,224.7,0.725,14691.77,
Brejo Alegre,São Paulo,não,105.689,2579,2865,24.41,27.11,0.710,68785.63,
Caiabu,São Paulo,não,253.352,4081,4191,16.11,16.54,0.729,14390.13,
Canas,São Paulo,não,53.261,4384,5138,82.33,96.47,0.704,51603.95,
Charqueada,São Paulo,não,175.846,15085,17190,85.79,97.76,0.736,20922.56,
Divinolândia,São Paulo,não,223.749,11290,11146,50.46,49.81,0.734,26338.37,
Florínea,São Paulo,não,225.886,2832,2676,12.54,11.85,0.713,83992.20,
Glicério,São Paulo,não,272.800,4553,4815,16.69,17.65,0.735,20221.31,
Icém,São Paulo,não,362.355,7457,8243,20.58,22.75,0.720,22073.15,
Igaratá,São Paulo,não,292.953,8829,9534,30.14,32.54,0.711,23020.44,
Ipiguá,São Paulo,não,136.028,4473,5392,32.89,39.64,0.730,19439.57,
Lupércio,São Paulo,não,155.171,4372,4584,28.18,29.54,0.724,15201.35,
Nova Europa,São Paulo,não,160.250,9294,11186,58.00,69.8,0.765,28247.09,
Platina,São Paulo,não,327.480,3199,3550,9.77,10.84,0.719,26033.76,
Riversul,São Paulo,não,385.878,6158,5524,15.96,14.32,0.664,11204.04,
Vargem,São Paulo,não,142.595,8799,10537,61.71,73.89,0.699,11121.64,
Altair,São Paulo,não,313.007,3806,4160,12.16,13.29,0.687,51127.03,
São Cristóvão,Sergipe,não,438.037,79074,90072,180.52,205.63,0.662,10196.55,1 de janeiro de 1590
Telha,Sergipe,não,48.958,2952,3227,60.31,65.91,0.604,10427.26,20 de janeiro de 1964
Canhoba,Sergipe,não,169.120,3928,4008,23.23,23.7,0.569,12976.74,23 de janeiro de 1937
Ilha das Flores,Sergipe,não,54.604,8342,8520,152.78,156.03,0.562,8494.84,30 de janeiro de 1959
Gracho Cardoso,Sergipe,não,242.679,5659,5818,23.32,23.97,0.577,11409.36,
Japoatã,Sergipe,não,402.353,12778,13434,31.76,33.39,0.560,11479.53,20 de outubro de 1926
Umbaúba,Sergipe,não,117.514,22180,25294,188.75,215.24,0.579,12916.27,25 de novembro de 1953
Propriá,Sergipe,não,93.680,29906,29626,319.24,316.25,0.661,16256.45,1718
Santa Luzia do Itanhy,Sergipe,não,325.258,12948,14035,39.81,43.15,0.545,10966.87,
Porto da Folha,Sergipe,não,876.674,27124,28596,30.94,32.62,0.568,9319.47,8 de junho de 1864
Divina Pastora,Sergipe,não,90.328,4257,5138,47.13,56.88,0.610,20357.33,
Moita Bonita,Sergipe,não,95.416,10954,11335,114.81,118.8,0.587,13024.24,12 de março de 1963
Rosário do Catete,Sergipe,não,102.834,8974,10855,87.27,105.56,0.631,42943.73,12 de março de 1836
Aracaju,Sergipe,sim,182.163,572110,657013,3140.65,3606.73,0.770,25185.55,28 de março de 1837
Boquim,Sergipe,não,205.643,25495,26816,123.98,130.4,0.604,11110.87,20 de fevereiro de 1857
Gararu,Sergipe,não,654.129,11388,11604,17.41,17.74,0.564,9060.11,15 de março de 1877
Indiaroba,Sergipe,não,316.316,15970,17957,50.49,56.77,0.580,9319.66,20 de março de 1846
Itaporanga d'Ajuda,Sergipe,não,739.702,30409,34356,41.11,46.45,0.561,30286.26,10 de maio de 1854
Muribeca,Sergipe,não,74.310,7193,7625,96.81,102.61,0.626,10694.67,8 de outubro de 1926
Riachuelo,Sergipe,não,78.308,9280,10213,118.51,130.42,0.617,16848.62,31 de março de 1874
Aquidabã,Sergipe,não,359.543,20069,21563,55.82,59.97,0.578,10025.75,4 de abril de 1882
Santana do São Francisco,Sergipe,não,45.105,6958,7780,154.27,172.49,0.590,10609.33,6 de abril de 1964
Arauá,Sergipe,não,198.967,10889,10056,54.73,50.54,0.595,10444.87,22 de junho de 1858
Lagarto,Sergipe,não,968.921,94799,104408,97.84,107.76,0.625,14458.87,1698
Cristinápolis,Sergipe,não,228.556,15985,17874,69.94,78.2,0.553,10857.48,28 de março de 1938
Estância,Sergipe,não,647.344,64734,69184,100.00,106.87,0.647,23584.37,4 de maio de 1848
Maruim,Sergipe,não,95.554,16654,17213,174.29,180.14,0.618,15806.17,5 de maio de 1854
Riachão do Dantas,Sergipe,não,530.607,19356,19805,36.48,37.33,0.539,12624.98,13 de maio de 1864
Nossa Senhora de Lourdes,Sergipe,não,81.757,6291,6483,76.95,79.3,0.598,9883.30,13 de maio de 1963
Japaratuba,Sergipe,não,365.677,16901,18743,46.22,51.26,0.621,15829.52,11 de junho de 1859
Simão Dias,Sergipe,não,560.199,38396,40484,68.54,72.27,0.604,13663.00,15 de março de 1850
São Francisco,Sergipe,não,83.985,3398,3724,40.46,44.34,0.587,9872.84,17 de junho de 1963
Nossa Senhora do Socorro,Sergipe,não,155.018,159028,183628,1025.87,1184.56,0.664,14276.47,7 de julho de 1864
Laranjeiras,Sergipe,não,162.273,26901,29826,165.78,183.8,0.642,31185.77,7 de agosto de 1832
Capela,Sergipe,não,442.211,30724,34213,69.48,77.37,0.615,9603.59,28 de agosto de 1888
Itabaiana,Sergipe,não,337.295,87123,95427,258.30,282.92,0.642,18961.63,1675
Nossa Senhora da Glória,Sergipe,não,758.435,32582,36924,42.96,48.68,0.587,15140.16,26 de setembro de 1928
Cedro de São João,Sergipe,não,83.711,5632,5897,67.29,70.44,0.623,8783.09,4 de outubro de 1928
Salgado,Sergipe,não,247.579,19345,19998,78.14,80.77,0.609,8677.84,
Pacatuba,Sergipe,não,381.428,13403,14428,35.14,37.83,0.555,12464.00,6 de fevereiro de 1954
Carmópolis,Sergipe,não,46.395,13647,16634,294.15,358.53,0.643,20018.92,23 de outubro de 1920
Feira Nova,Sergipe,não,183.273,5276,5584,28.79,30.47,0.584,11938.89,18 de outubro de 1963
Neópolis,Sergipe,não,266.246,18525,18719,69.58,70.31,0.589,14311.74,16 de outubro de 1679
Itabaianinha,Sergipe,não,501.794,39576,41928,78.87,83.56,0.556,10243.98,19 de outubro de 1915
São Domingos,Sergipe,não,101.999,10223,11137,100.23,109.19,0.588,9106.10,21 de outubro de 1963
Brejo Grande,Sergipe,não,143.887,7483,8309,52.01,57.75,0.540,9318.38,2 de outubro de 1926
Frei Paulo,Sergipe,não,399.178,13831,15421,34.65,38.63,0.589,15646.61,23 de outubro de 1920
Nossa Senhora das Dores,Sergipe,não,482.399,24529,26629,50.85,55.2,0.600,10815.57,28 de abril de 1858
Tobias Barreto,Sergipe,não,1024.645,48199,52191,47.04,50.94,0.557,10450.93,17 de janeiro de 1835
Campo do Brito,Sergipe,não,201.485,16729,18109,83.03,89.88,0.621,11688.60,19 de outubro de 1912
Areia Branca,Sergipe,não,148.134,17025,18542,114.93,125.17,0.579,10583.82,11 de novembro de 1963
General Maynard,Sergipe,não,19.793,2902,3346,146.63,169.05,0.645,9390.54,21 de novembro de 1963
Pedra Mole,Sergipe,não,82.202,2980,3261,36.26,39.67,0.593,11211.60,21 de novembro de 1963
Macambira,Sergipe,não,137.529,6428,6919,46.74,50.31,0.583,10284.25,25 de novembro de 1953
Poço Redondo,Sergipe,não,1218.582,30537,34775,25.06,28.54,0.529,8624.15,25 de novembro de 1953
Amparo do São Francisco,Sergipe,não,35.330,2287,2374,64.75,67.2,0.611,11867.65,
Barra dos Coqueiros,Sergipe,não,92.268,25513,30407,276.52,329.55,0.649,12935.03,25 de novembro de 1953
Canindé de São Francisco,Sergipe,não,933.467,25539,29900,27.36,32.03,0.567,55577.96,25 de novembro de 1953
Carira,Sergipe,não,638.743,20082,22082,31.44,34.57,0.588,12090.46,25 de novembro de 1953
Cumbe,Sergipe,não,128.393,3806,3987,29.65,31.05,0.604,10378.97,25 de novembro de 1953
Itabi,Sergipe,não,183.422,4945,4903,26.96,26.73,0.602,11213.17,25 de novembro de 1953
